CYPMD_ID,SURNAME,FORENAMES,SEX,DOB,AGE,P_INCL,P_INCL_aims,attendance_year_0,attendance_year_1,attendance_year_2,src_laestab_0,src_laestab_1,src_laestab_2,LAESTAB,URN,UKPRN,ULN,KS4_DISADVANTAGE,ALEV,TOTENTS_ALEV,TOTPTSE_ALEV,ACAD,TOTENTS_ACAD,TOTPTSE_ACAD,TLEV,TOTENTS_TLEV,TOTPTSE_TLEV,AGEN,TOTENTS_AGEN,TOTPTSE_AGEN,TechCert,TOTENTS_TechCert,TOTPTSE_TechCert,TLEVEL,TOTENTS_TLEVEL,TOTPTSE_TLEVEL,L3_FLAG,TechCert_nodisc,L2VOC_nodisc,TLEV_nodisc,TLEV_denom,AGEN_nodisc,AGEN_denom,LearningAimReference,INSCOPE_E,PROGRESS_E,BASE_pts_E,BEST_E,EXEMPT_E,NO_ENTRIES_E,INSCOPE_M,PROGRESS_M,BASE_pts_M,BEST_M,EXEMPT_M,NO_ENTRIES_M,BEST_L3M,InScope_L3M,ACH_L3M,Retention_CompletionStatus,AimSize_Final,CoreAimFlag,Ret_Trigger,InScope_ALEV_Ret,Retained_ALEV_Ret,Ret_Assessed_ALEV,InScope_ALEV_2ndYr,Retained_ALEV_2ndYr,InScope_ACAD_Ret,Retained_ACAD_Ret,Ret_Assessed_ACAD,InScope_ACAD_2ndYr,Retained_ACAD_2ndYr,InScope_TLEV_Ret,Retained_TLEV_Ret,Ret_Assessed_TLEV,InScope_TLEV_2ndYr,Retained_TLEV_2ndYr,InScope_AGEN_Ret,Retained_AGEN_Ret,Ret_Assessed_AGEN,InScope_AGEN_2ndYr,Retained_AGEN_2ndYr,InScope_TechCert_Ret,Retained_TechCert_Ret,Ret_Assessed_TechCert,INCLUDE_B3,B3PTSE_B3,INCLUDE_AAB,AAB_FAC,KS4_Year_Calc
CYP0000242,Yar,Maggie,F,05/06/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,3347715190,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,E0SDYYZV,0,0,0,0,,1,0,0,0,0,,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000243,O'Brien,Beatrice,F,14/01/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,9464825444,0,0,0,0,0,0,0,1,3,291.7,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Q9QBJHLC,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000244,Andor,Boycie,M,04/06/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,2400661168,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MT2MWNQS,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,2025
CYP0000245,Coyote,Rumpole,M,26/09/2008,16,501,,1,0,0,SC,,,2114505,100974,10002183,7758219918,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,324.26,0,0,0,1,1,0,0,0,0,0,H3YL3QUG,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2025
CYP0000246,Riker,B'Elanna,F,08/06/2008,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,9669835245,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CGRJ124P,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000247,Skywalker,James,M,28/07/2008,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,5984671649,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A2KUXB02,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000248,Erso,Victor,M,04/10/2007,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,5682829864,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,JE3MVP1J,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000249,Doo,Daisy,F,20/01/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,7182499837,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3A8W4Y7Z,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,2025
CYP0000250,Dameron,Cassian,M,25/08/2008,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,4723534498,0,0,0,0,0,0,0,0,0,0,1,3,342.54,0,0,0,0,0,0,1,0,0,0,0,1,1,52PB537S,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000251,Crusher,Rey,F,23/10/2007,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,4540774757,0,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,VDJ02YEW,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.25,1,0,2024
CYP0000252,Janeway,Jyn,F,09/11/2008,16,501,,1,0,0,SC,,,2114505,100974,10002183,2119611566,0,0,0,0,0,0,0,1,1,88.67,1,2,96.72,0,0,0,0,0,0,1,0,0,1,1,1,1,69GZFPQJ,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,0.35,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000253,Delacour,Jacob,M,29/05/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,8188100401,0,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,EKJX6NZR,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,2025
CYP0000254,Kirk,Lando,M,01/09/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,7859904332,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N9YE6BGF,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000255,Compo,Deanna,F,31/08/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,7573120172,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1JL6L91F,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000256,Spencer,Prunella,F,20/09/2008,16,501,,1,0,0,SC,,,2114505,100974,10002183,7314665068,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,K413VYH9,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,2025
CYP0000257,Rogers,Bernard,M,11/10/2008,16,501,,1,0,0,SC,,,2114505,100974,10002183,2411574423,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3K31UWDJ,1,1.27,2.73,4,,0,1,1.99,2.01,4,,0,0,0,0,1,0.35,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,2025
CYP0000258,Pearce,Chirrut,M,17/12/2008,16,501,,1,0,0,SC,,,2114505,100974,10002183,5994792212,0,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,S6SVQ13W,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,2025
CYP0000259,Harris,Elizabeth,F,26/04/2008,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,3905287810,0,0,0,0,1,4,443.72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,L9ZLJQVU,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000260,Crusher,Odo,M,27/04/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,6383227541,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,R3M73HC9,0,0,0,0,,1,0,0,0,0,,1,1,1,1,1,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000261,La Forge,Daisy,F,04/09/2007,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,2696227959,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,G3ZGASEJ,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2024
CYP0000262,Clegg,Montgomery,M,13/09/2008,16,501,,1,0,0,SC,,,2114505,100974,10002183,1500186829,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,QQSV09BP,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,2025
CYP0000263,Hayes,Hyacinth,F,24/06/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,5567743118,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6MW4YEK0,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,2025
CYP0000264,Syndulla,Dolores,F,23/11/2007,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,3670792703,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A5NF46BC,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000265,Corbett,Marge,F,08/05/2008,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,3875420006,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56FKRT0D,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2024
CYP0000266,Corbett,Ivy,F,13/04/2008,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,9459525070,1,0,0,0,0,0,0,1,1,91.91,1,3,167.51,0,0,0,0,0,0,1,0,0,1,1,1,1,PR43NBEA,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000267,Sarek,Ben,M,25/11/2006,18,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,2864326250,1,0,0,0,1,2,152.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6Z50LM46,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000268,Blake,Julian,M,17/07/2008,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,8095445250,0,0,0,0,0,0,0,0,0,0,1,3,196.9,0,0,0,0,0,0,1,0,0,0,0,1,1,A3WJ209D,1,0.85,3.15,4,,0,1,-0.87,2.87,2,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000269,Higgins,Bart,M,04/11/2007,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,5830763639,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Y3VEN1DT,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000270,Riker,Mace,M,01/09/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,2769753981,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,X9Z80QFT,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000271,Nerys,Ivy,F,01/11/2007,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,3982728970,1,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7LKG1AUC,0,0,0,0,,1,0,0,0,0,,1,1,1,1,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.5,1,0,2024
CYP0000272,Dameron,Bernard,M,21/02/2008,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,8650837203,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HPU861X5,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000273,Granger,Han,M,27/07/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,3402402094,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6R3WPB5A,0,0,0,0,,1,0,0,0,0,,1,1,1,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000274,Hayes,Cassandra,F,11/01/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,1390949767,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0LDE6J86,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000275,Mouse,Fawlty,M,17/05/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,5789238017,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,102.12,1,0,0,0,0,0,0,T2EUFJ88,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,2024
CYP0000276,Bootle,Deanna,F,26/11/2008,16,501,,1,0,0,SC,,,2114505,100974,10002183,1002331874,0,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,X90KYLH8,1,-0.48,2.48,2,,0,1,0.78,2.22,3,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.25,1,0,2025
CYP0000277,Foggy,Bridget,F,03/09/2007,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,7909686474,1,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NG2ZAR7R,0,0,0,0,,1,0,0,0,0,,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,2024
CYP0000278,Imwe,Stewie,M,13/07/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,7980337876,0,0,0,0,0,0,0,0,0,0,1,1,98.45,0,0,0,1,3,187.49,1,0,0,0,0,1,1,KTFG1YWF,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2025
CYP0000279,Sailor,Rene,M,27/12/2007,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,2178229686,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,202.15,0,0,0,1,1,0,0,0,0,0,8B7Q9KZR,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2024
CYP0000280,Bear,Raquel,F,05/04/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,7581652053,0,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,S3WXMJDJ,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,2025
CYP0000281,Torres,Rey,F,09/10/2007,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,7955985378,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LXCZVLND,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000282,Bootle,Fleur,F,17/03/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,5729952677,0,1,4,16,0,0,0,1,1,79.42,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,LQ81L62F,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,12,1,1,2025
CYP0000283,Wren,Minnie,F,25/05/2007,18,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,3913277923,0,0,0,0,0,0,0,0,0,0,1,2,127.09,0,0,0,0,0,0,1,0,0,0,0,1,1,9WMV8WQF,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2023
CYP0000284,Sulu,Raquel,F,03/09/2008,16,501,,1,0,0,SC,,,2114505,100974,10002183,3743483601,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,EQX7N9GK,0,0,0,0,,1,0,0,0,0,,1,0,0,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,2025
CYP0000285,Andor,Nathan,M,05/01/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,1766829608,0,0,0,0,0,0,0,0,0,0,1,2,151.71,0,0,0,0,0,0,1,0,0,0,0,1,1,Y79955CE,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000286,Sisko,Bugs,M,12/03/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,3732213159,0,1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SYCT1XTS,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.5,1,1,2025
CYP0000287,Wren,Miranda,F,06/05/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,7420082849,0,0,0,0,1,4,238.31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6V7NUECR,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,0.5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000288,Bashir,Raquel,F,21/02/2008,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,7125062918,0,0,0,0,0,0,0,0,0,0,1,3,207.87,0,0,0,0,0,0,1,0,0,0,0,1,1,BGGML3ZK,0,0,0,0,,1,1,0.2,2.8,3,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000289,Sailor,Blackadder,M,02/02/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,9576372513,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T210R2LG,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000290,Granger,Beverly,F,12/11/2008,16,501,,1,0,0,SC,,,2114505,100974,10002183,5846207636,1,0,0,0,0,0,0,0,0,0,1,3,224.61,0,0,0,0,0,0,1,0,0,0,0,1,1,VVBE99V3,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2025
CYP0000291,Kirk,Daphne,F,18/03/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,6103875769,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,55.89,1,0,0,0,0,0,0,EQ1P6H5L,0,0,0,0,,1,1,0.63,2.37,3,,0,1,1,1,1,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,2025
CYP0000292,Dameron,Tasha,F,16/05/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,7266170179,0,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Z0LW3FJ6,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,2024
CYP0000293,Rogers,Minerva,F,20/10/2007,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,5061696296,0,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2MRJTRCZ,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,2024
CYP0000294,Sarek,Fenella,F,23/03/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,1162240931,0,1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LUPC1ZFN,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.75,1,1,2024
CYP0000295,Spencer,William,M,26/05/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,4852628125,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MGYH534F,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000296,Brittas,Odo,M,14/02/2008,17,501,,1,1,0,SC,SC,,2114505,100974,10002183,7621562469,1,1,3,12,0,0,0,1,1,71.01,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Z9ZMX6L4,1,-1.59,2.59,1,,0,1,0.52,2.48,3,,1,0,0,0,1,0.35,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,12,1,0,2024
CYP0000297,Fothergill,Cassandra,F,18/04/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,5245063515,0,0,0,0,0,0,0,0,0,0,1,3,215.96,0,0,0,0,0,0,1,0,0,0,0,1,1,B7W81MKX,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000298,Solo,Spock,M,28/12/2007,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,6717762282,0,0,0,0,0,0,0,0,0,0,1,4,372.75,0,0,0,0,0,0,1,0,0,0,0,1,1,XCS8B97E,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000299,Mouse,Shaggy,M,07/04/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,8408771795,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PFRT0132,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000300,Bucket,Jean-Luc,M,02/02/2008,17,501,,1,1,1,SC,SC,SC,2114505,100974,10002183,4120930408,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,QP1PL9C6,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,2024
CYP0000301,Duck,Tim,M,13/04/2009,16,501,,1,0,0,SC,,,2114505,100974,10002183,9405667093,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ZXJRZJW8,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.75,1,0,2025
