ULN,CYPMD_ID,SURNAME,FORENAMES,SEX,DOB,AGE,EXAMNO,GNUMBER,AB_Code,EXAMYEAR,SEASON,exam_date,Short_Qual_Desc,SubjectDescription,GRADE,POINTS_1618,CAPPED_PTS,ANCN,ADFECN,BRDSUBNO,MAPPING,Level3QualificationCategory,EMQualificationCategory,R_INCL,R_INCL_EM,QUAL_KS4,UKPRN,URN,LAESTAB
1088974176,CYP0000329,Fothergill,Sybil,F,17/03/2009,16,5677,60147542,01,2026,S,2026-06-15,GCE A,English Literature,D,20,0,,0,H472,,A level,,1,0,0,10002184,100975,2114507
9347308209,CYP0000337,Harris,Kathryn,F,19/10/2008,16,3932,60313567,10,2026,S,2026-06-15,BTEC ND,Business,PP,32,0,,0,31489H,,Applied general,,1,0,0,10002184,100975,2114507
5571870428,CYP0000341,La Forge,Sabine,F,17/02/2009,16,5642,60182490,70,2026,S,2026-06-15,GCE A,Biology,D,20,0,,0,9BI0,,A level,,1,0,0,10002184,100975,2114507
2386242699,CYP0000445,Syndulla,Beverly,F,27/11/2007,17,5649,60182490,70,2026,S,2026-06-15,GCE A,Biology,C,30,0,,0,9BI0,,A level,,1,0,0,10008488,101173,2136327
5645300925,CYP0000451,Rook,Marge,F,23/07/2007,18,1541,60340005,44,2026,S,2026-06-15,Tech Level,Engineering,M,32,0,,0,05822,,Tech level,,1,0,0,10008488,101173,2136327
9980576769,CYP0000453,McGonagall,Minerva,F,26/05/2009,16,3354,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,5,5,5,,0,1MA1,,,Mathematics,1,1,0,10008488,101173,2136327
8473642287,CYP0000457,Baldrick,Miles,M,16/02/2009,16,7402,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,6,6,6,,0,1MA1,,,Mathematics,1,1,0,10008488,101173,2136327
3028462480,CYP0000471,Coyote,Daffy,M,21/03/2009,16,9513,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,P,16,0,,0,31525H,,Applied general,,1,0,0,10002435,130648,8808003
2348993465,CYP0000475,Janeway,Compo,M,13/06/2007,18,5382,60370683,10,2026,S,2026-06-15,BTEC NEC,Sport,D*,56,0,,0,31525H,,Applied general,,1,0,0,10002435,130648,8808003
5498095763,CYP0000481,Lister,Julian,M,24/09/1999,25,7656,60310384,70,2026,S,2026-06-15,GCSE,Mathematics,4,4,4,,0,1MA1,,,Mathematics,1,1,0,10002435,130648,8808003
